PrimaryResult	180	0	0	baseline	0	286922	0
PrimaryResult	96	53	10.7075	other	27137	253439	100
PrimaryResult	873	0	0.0001	perturbation	1	1375901	0.067
PrimaryResult	186	0	0.0003	supplemental-restart	1	289144	0.062
