PrimaryResult	159	0.068	5097.2	232972	299.3	1251.4	1809.5	233131	perturbation-20260612141745
PrimaryResult	0	0	8489.5	1145439	305.4	1212.5	1811.4	1145439	perturbation-20260612150126
