PrimaryResult	2026-06-12T15:02:00Z	0	6.1	12.5	17.9	perturbation-20260612150126	354	0	354
PrimaryResult	2026-06-12T15:02:10Z	0	9.9	192.1	287.3	perturbation-20260612150126	1755	0	1755
PrimaryResult	2026-06-12T15:02:20Z	0	106.2	400.2	583.8	perturbation-20260612150126	1476	0	1476
PrimaryResult	2026-06-12T15:02:30Z	0	178.4	504	693.5	perturbation-20260612150126	1531	0	1531
PrimaryResult	2026-06-12T15:02:40Z	0	119.4	886.7	1308.7	perturbation-20260612150126	1596	0	1596
PrimaryResult	2026-06-12T15:02:50Z	0	181.3	782.9	1292.2	perturbation-20260612150126	1524	0	1524
PrimaryResult	2026-06-12T15:03:00Z	0	196.6	812.8	1191.9	perturbation-20260612150126	1524	0	1524
PrimaryResult	2026-06-12T15:03:10Z	0	278.2	1098.4	1494.4	perturbation-20260612150126	1571	0	1571
PrimaryResult	2026-06-12T15:03:20Z	0	211.4	992.9	1326.9	perturbation-20260612150126	1551	0	1551
PrimaryResult	2026-06-12T15:03:30Z	0	293.3	1008.9	1324.2	perturbation-20260612150126	1550	0	1550
PrimaryResult	2026-06-12T15:03:40Z	0	220	1052.9	1410.6	perturbation-20260612150126	1464	0	1464
PrimaryResult	2026-06-12T15:03:50Z	0	295.4	1197.5	1498.8	perturbation-20260612150126	1616	0	1616
PrimaryResult	2026-06-12T15:04:00Z	0	309.2	1193.5	1499.1	perturbation-20260612150126	1492	0	1492
PrimaryResult	2026-06-12T15:04:10Z	0	383.2	1283.7	1696.9	perturbation-20260612150126	1473	0	1473
PrimaryResult	2026-06-12T15:04:20Z	0	311.1	1204.8	1701.3	perturbation-20260612150126	1518	0	1518
PrimaryResult	2026-06-12T15:04:30Z	0	211	1106.7	2397.6	perturbation-20260612150126	1636	0	1636
PrimaryResult	2026-06-12T15:04:40Z	0	314.4	1390.8	2006.1	perturbation-20260612150126	1486	0	1486
PrimaryResult	2026-06-12T15:04:50Z	0	312.6	1285.7	1610	perturbation-20260612150126	1548	0	1548
PrimaryResult	2026-06-12T15:05:00Z	0	361.4	1314	1886.8	perturbation-20260612150126	1606	0	1606
PrimaryResult	2026-06-12T15:05:10Z	0	279.4	1605.9	2586	perturbation-20260612150126	1457	0	1457
PrimaryResult	2026-06-12T15:05:20Z	0	383.8	1317.4	1899.6	perturbation-20260612150126	1545	0	1545
PrimaryResult	2026-06-12T15:05:30Z	0	403	1301.3	1702	perturbation-20260612150126	1427	0	1427
PrimaryResult	2026-06-12T15:05:40Z	0	315.3	1599.5	2090.3	perturbation-20260612150126	1693	0	1693
PrimaryResult	2026-06-12T15:05:50Z	0	288.4	1391.5	2296.3	perturbation-20260612150126	1389	0	1389
PrimaryResult	2026-06-12T15:06:00Z	0	302.1	1096.7	1500.2	perturbation-20260612150126	1549	0	1549
PrimaryResult	2026-06-12T15:06:10Z	0	349.2	1089.5	1592.2	perturbation-20260612150126	1537	0	1537
PrimaryResult	2026-06-12T15:06:20Z	0	290.2	1195.9	2491.3	perturbation-20260612150126	1642	0	1642
PrimaryResult	2026-06-12T15:06:30Z	0	284.5	1791.4	2297.4	perturbation-20260612150126	1464	0	1464
PrimaryResult	2026-06-12T15:06:40Z	0	304.6	1384.9	1693.1	perturbation-20260612150126	1625	0	1625
PrimaryResult	2026-06-12T15:06:50Z	0	368.4	1204	1983.4	perturbation-20260612150126	1505	0	1505
PrimaryResult	2026-06-12T15:07:00Z	0	300.8	1198.2	1694.8	perturbation-20260612150126	1574	0	1574
PrimaryResult	2026-06-12T15:07:10Z	0	311.6	1194.7	1800.9	perturbation-20260612150126	1515	0	1515
PrimaryResult	2026-06-12T15:07:20Z	0	303	1538.6	2109.3	perturbation-20260612150126	1562	0	1562
PrimaryResult	2026-06-12T15:07:30Z	0	289.4	993.7	1590.2	perturbation-20260612150126	1426	0	1426
PrimaryResult	2026-06-12T15:07:40Z	0	300.5	1195	1502.5	perturbation-20260612150126	1487	0	1487
PrimaryResult	2026-06-12T15:07:50Z	0	311	1399.5	1988.9	perturbation-20260612150126	1743	0	1743
PrimaryResult	2026-06-12T15:08:00Z	0	384.2	1287.2	2194.8	perturbation-20260612150126	1453	0	1453
PrimaryResult	2026-06-12T15:08:10Z	0	397.3	1411.9	1814.3	perturbation-20260612150126	1608	0	1608
PrimaryResult	2026-06-12T15:08:20Z	0	304.6	1196.6	1514.8	perturbation-20260612150126	1490	0	1490
PrimaryResult	2026-06-12T15:08:30Z	0	392.4	1286.8	1791.3	perturbation-20260612150126	1628	0	1628
PrimaryResult	2026-06-12T15:08:40Z	0	307.9	1195.3	1702.9	perturbation-20260612150126	1459	0	1459
PrimaryResult	2026-06-12T15:08:50Z	0	306.2	1288.2	1700.6	perturbation-20260612150126	1498	0	1498
PrimaryResult	2026-06-12T15:09:00Z	0	211.6	1195.4	1887.8	perturbation-20260612150126	1508	0	1508
PrimaryResult	2026-06-12T15:09:10Z	0	397.9	1502.5	1914.9	perturbation-20260612150126	1605	0	1605
PrimaryResult	2026-06-12T15:09:20Z	0	300.1	1205.5	1792.1	perturbation-20260612150126	1624	0	1624
PrimaryResult	2026-06-12T15:09:30Z	0	344.6	1390.6	1823.1	perturbation-20260612150126	1405	0	1405
PrimaryResult	2026-06-12T15:09:40Z	0	386.8	1381.7	1708	perturbation-20260612150126	1500	0	1500
PrimaryResult	2026-06-12T15:09:50Z	0	298.8	1095.1	1518.3	perturbation-20260612150126	1620	0	1620
PrimaryResult	2026-06-12T15:10:00Z	0	376.8	1104.2	1785.7	perturbation-20260612150126	1492	0	1492
PrimaryResult	2026-06-12T15:10:10Z	0	359	1190.4	1695.6	perturbation-20260612150126	1620	0	1620
PrimaryResult	2026-06-12T15:10:20Z	0	310.4	1199.1	1496.1	perturbation-20260612150126	1503	0	1503
PrimaryResult	2026-06-12T15:10:30Z	0	388.5	1495	2086.9	perturbation-20260612150126	1431	0	1431
PrimaryResult	2026-06-12T15:10:40Z	0	313.6	1292.4	2481.1	perturbation-20260612150126	1608	0	1608
PrimaryResult	2026-06-12T15:10:50Z	0	396.2	1299.4	1703.6	perturbation-20260612150126	1560	0	1560
PrimaryResult	2026-06-12T15:11:00Z	0	309	1283.8	1794.6	perturbation-20260612150126	1560	0	1560
PrimaryResult	2026-06-12T15:11:10Z	0	312.6	1299.4	2101.1	perturbation-20260612150126	1588	0	1588
PrimaryResult	2026-06-12T15:11:20Z	0	390.1	1205.9	1703.4	perturbation-20260612150126	1520	0	1520
PrimaryResult	2026-06-12T15:11:30Z	0	351.2	1398.4	2303.5	perturbation-20260612150126	1555	0	1555
PrimaryResult	2026-06-12T15:11:40Z	0	290.4	1483.7	2097.4	perturbation-20260612150126	1589	0	1589
PrimaryResult	2026-06-12T15:11:50Z	0	354.2	1293.8	1680.8	perturbation-20260612150126	1333	0	1333
PrimaryResult	2026-06-12T15:12:00Z	0	318.2	1292.2	1683.6	perturbation-20260612150126	1626	0	1626
PrimaryResult	2026-06-12T15:12:10Z	0	308	1314.7	2181.2	perturbation-20260612150126	1549	0	1549
PrimaryResult	2026-06-12T15:12:20Z	0	297.9	1287.5	1916	perturbation-20260612150126	1573	0	1573
PrimaryResult	2026-06-12T15:12:30Z	0	231.8	1345	2896.6	perturbation-20260612150126	1406	0	1406
PrimaryResult	2026-06-12T15:12:40Z	0	290	1201.3	1876.2	perturbation-20260612150126	1673	0	1673
PrimaryResult	2026-06-12T15:12:50Z	0	198	1090.8	2989.2	perturbation-20260612150126	1555	0	1555
PrimaryResult	2026-06-12T15:13:00Z	0	304.6	1187	1811.2	perturbation-20260612150126	1474	0	1474
PrimaryResult	2026-06-12T15:13:10Z	0	313.1	1301.6	1911.5	perturbation-20260612150126	1526	0	1526
PrimaryResult	2026-06-12T15:13:20Z	0	408.9	1280.4	1691.8	perturbation-20260612150126	1662	0	1662
PrimaryResult	2026-06-12T15:13:30Z	0	392.7	1405	2384.5	perturbation-20260612150126	1569	0	1569
PrimaryResult	2026-06-12T15:13:40Z	0	296.6	1085.8	1499	perturbation-20260612150126	1607	0	1607
PrimaryResult	2026-06-12T15:13:50Z	0	315.8	1147.8	2696.8	perturbation-20260612150126	1524	0	1524
PrimaryResult	2026-06-12T15:14:00Z	0	295	1299.5	1708.9	perturbation-20260612150126	1411	0	1411
PrimaryResult	2026-06-12T15:14:10Z	0	202.2	911.9	1607.9	perturbation-20260612150126	1547	0	1547
PrimaryResult	2026-06-12T15:14:20Z	0	370.2	1299.4	1786.8	perturbation-20260612150126	1479	0	1479
PrimaryResult	2026-06-12T15:14:30Z	0	384.1	1309.2	1710.8	perturbation-20260612150126	1683	0	1683
PrimaryResult	2026-06-12T15:14:40Z	0	320.1	1193.9	1798.5	perturbation-20260612150126	1525	0	1525
PrimaryResult	2026-06-12T15:14:50Z	0	383.5	1209.5	1790.1	perturbation-20260612150126	1568	0	1568
PrimaryResult	2026-06-12T15:15:00Z	0	393.3	2102.3	2800.6	perturbation-20260612150126	1524	0	1524
PrimaryResult	2026-06-12T15:15:10Z	0	309.7	1191.6	1612.6	perturbation-20260612150126	1352	0	1352
PrimaryResult	2026-06-12T15:15:20Z	0	335	1215.4	1614.7	perturbation-20260612150126	1622	0	1622
PrimaryResult	2026-06-12T15:15:30Z	0	217.6	1380.6	2104.8	perturbation-20260612150126	1486	0	1486
PrimaryResult	2026-06-12T15:15:40Z	0	301.8	1205.6	1700	perturbation-20260612150126	1671	0	1671
PrimaryResult	2026-06-12T15:15:50Z	0	392.1	1295.3	2206.8	perturbation-20260612150126	1398	0	1398
PrimaryResult	2026-06-12T15:16:00Z	0	386.2	1287.9	1788.6	perturbation-20260612150126	1604	0	1604
PrimaryResult	2026-06-12T15:16:10Z	0	302	1282.2	1804.5	perturbation-20260612150126	1524	0	1524
PrimaryResult	2026-06-12T15:16:20Z	0	303.7	1187.2	1596.2	perturbation-20260612150126	1482	0	1482
PrimaryResult	2026-06-12T15:16:30Z	0	318	1288.2	2195.6	perturbation-20260612150126	1568	0	1568
PrimaryResult	2026-06-12T15:16:40Z	0	328.6	1217.6	1699.6	perturbation-20260612150126	1649	0	1649
PrimaryResult	2026-06-12T15:16:50Z	0	309.1	1487.5	2491.9	perturbation-20260612150126	1524	0	1524
PrimaryResult	2026-06-12T15:17:00Z	0	306.8	1191.5	1903.5	perturbation-20260612150126	1562	0	1562
PrimaryResult	2026-06-12T15:17:10Z	0	296.1	1083.7	1696.2	perturbation-20260612150126	1504	0	1504
PrimaryResult	2026-06-12T15:17:20Z	0	305.7	1300.7	1700	perturbation-20260612150126	1435	0	1435
PrimaryResult	2026-06-12T15:17:30Z	0	197	1015.4	1586.9	perturbation-20260612150126	1716	0	1716
PrimaryResult	2026-06-12T15:17:40Z	0	292.8	1412.7	2380.8	perturbation-20260612150126	1661	0	1661
PrimaryResult	2026-06-12T15:17:50Z	0	286.2	1383.5	1680.3	perturbation-20260612150126	1471	0	1471
PrimaryResult	2026-06-12T15:18:00Z	0	306.8	1505	1895.7	perturbation-20260612150126	1591	0	1591
PrimaryResult	2026-06-12T15:18:10Z	0	379.1	1353.7	1901.1	perturbation-20260612150126	1475	0	1475
PrimaryResult	2026-06-12T15:18:20Z	0	302.5	1302.7	1907.2	perturbation-20260612150126	1593	0	1593
PrimaryResult	2026-06-12T15:18:30Z	0	209.7	1281.3	1801.6	perturbation-20260612150126	1482	0	1482
PrimaryResult	2026-06-12T15:18:40Z	0	383.5	1397.6	1975.8	perturbation-20260612150126	1668	0	1668
PrimaryResult	2026-06-12T15:18:50Z	0	385.5	1094.6	1590.8	perturbation-20260612150126	1591	0	1591
PrimaryResult	2026-06-12T15:19:00Z	0	391	1297.9	1906.5	perturbation-20260612150126	1423	0	1423
PrimaryResult	2026-06-12T15:19:10Z	0	378.9	1196.4	1700.6	perturbation-20260612150126	1610	0	1610
PrimaryResult	2026-06-12T15:19:20Z	0	313.3	1214.3	1901.2	perturbation-20260612150126	1531	0	1531
PrimaryResult	2026-06-12T15:19:30Z	0	310.1	1510.3	1904.9	perturbation-20260612150126	1609	0	1609
PrimaryResult	2026-06-12T15:19:40Z	0	310.2	1407.6	1814.7	perturbation-20260612150126	1621	0	1621
PrimaryResult	2026-06-12T15:19:50Z	0	317.5	1104.9	1697.2	perturbation-20260612150126	1498	0	1498
PrimaryResult	2026-06-12T15:20:00Z	0	387.5	1395.9	2110.3	perturbation-20260612150126	1556	0	1556
PrimaryResult	2026-06-12T15:20:10Z	0	307.4	1194.1	1497	perturbation-20260612150126	1392	0	1392
PrimaryResult	2026-06-12T15:20:20Z	0	316.8	1253.6	1683	perturbation-20260612150126	1615	0	1615
PrimaryResult	2026-06-12T15:20:30Z	0	300.3	1127.7	1691.7	perturbation-20260612150126	1688	0	1688
PrimaryResult	2026-06-12T15:20:40Z	0	327.2	1199.7	2713.4	perturbation-20260612150126	1546	0	1546
PrimaryResult	2026-06-12T15:20:50Z	0	301	1104.1	1882.4	perturbation-20260612150126	1514	0	1514
PrimaryResult	2026-06-12T15:21:00Z	0	398	1290.7	1992.3	perturbation-20260612150126	1486	0	1486
PrimaryResult	2026-06-12T15:21:10Z	0	299.9	1193	1612.2	perturbation-20260612150126	1622	0	1622
PrimaryResult	2026-06-12T15:21:20Z	0	309.5	1104.4	1711.9	perturbation-20260612150126	1543	0	1543
PrimaryResult	2026-06-12T15:21:30Z	0	297.7	1205.9	1790.7	perturbation-20260612150126	1484	0	1484
