PrimaryResult	None		2026-06-13T05:48:04.557Z	PerturbationWindowMarker	restart-event-1		None		None
PrimaryResult	False	subject-app	2026-06-13T05:48:04.823Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--bxdkxgx	0
PrimaryResult	False	subject-app	2026-06-13T05:48:04.846Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--0000001	0
PrimaryResult	False	subject-app	2026-06-13T05:48:04.868Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--0000002	0
PrimaryResult	False	subject-app	2026-06-13T05:48:04.89Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--0000003	0
PrimaryResult	False	subject-app	2026-06-13T05:48:04.911Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--0000004	0
PrimaryResult	False	subject-app	2026-06-13T05:48:04.933Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--0000005	0
PrimaryResult	False	subject-app	2026-06-13T05:48:04.954Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--0000006	0
PrimaryResult	False	subject-app	2026-06-13T05:48:04.976Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--0000007	0
PrimaryResult	False	subject-app	2026-06-13T05:48:04.998Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--0000008	0
PrimaryResult	False	subject-app	2026-06-13T05:48:05.021Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--0000009	0
PrimaryResult	False	subject-app	2026-06-13T05:48:05.043Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--0000010	0
PrimaryResult	False	subject-app	2026-06-13T05:48:05.065Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--0000011	0
PrimaryResult	False	subject-app	2026-06-13T05:48:05.087Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--0000012	0
PrimaryResult	False	subject-app	2026-06-13T05:48:05.108Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--0000013	0
PrimaryResult	False	subject-app	2026-06-13T05:48:05.13Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--0000014	0
PrimaryResult	True	subject-app	2026-06-13T05:48:05.152Z	RevisionStateSample	restart-event-1	Provisioned	4	subject-app--0000015	100
PrimaryResult	False	subject-app	2026-06-13T05:48:13.289Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--bxdkxgx	0
PrimaryResult	False	subject-app	2026-06-13T05:48:13.32Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--0000001	0
PrimaryResult	False	subject-app	2026-06-13T05:48:13.509Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--0000002	0
PrimaryResult	False	subject-app	2026-06-13T05:48:13.61Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--0000003	0
PrimaryResult	False	subject-app	2026-06-13T05:48:13.708Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--0000004	0
PrimaryResult	False	subject-app	2026-06-13T05:48:13.809Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--0000005	0
PrimaryResult	False	subject-app	2026-06-13T05:48:13.914Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--0000006	0
PrimaryResult	False	subject-app	2026-06-13T05:48:14.013Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--0000007	0
PrimaryResult	False	subject-app	2026-06-13T05:48:14.111Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--0000008	0
PrimaryResult	False	subject-app	2026-06-13T05:48:14.209Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--0000009	0
PrimaryResult	False	subject-app	2026-06-13T05:48:14.304Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--0000010	0
PrimaryResult	False	subject-app	2026-06-13T05:48:14.402Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--0000011	0
PrimaryResult	False	subject-app	2026-06-13T05:48:14.503Z	RevisionStateSample	restart-event-1	Provisioned	0	subject-app--0000012	0
