PrimaryResult	180	0	0	baseline	0	286922	0
PrimaryResult	92	53	10.7075	other	27137	253439	100
PrimaryResult	873	0	0.0001	perturbation	1	1375901	0.067
PrimaryResult	23	0	0	supplemental-restart	0	35282	0
