Container 'subject' was terminated with exit code '' and reason 'ManuallyStopped'	ContainerTerminated	subject-app--0000010-547f8648b9-f84q8	subject-app--0000010	PrimaryResult	2026-06-12T16:20:59.2150673Z
Container 'subject' was terminated with exit code '' and reason 'ManuallyStopped'	ContainerTerminated	subject-app--0000010-547f8648b9-ntkdg	subject-app--0000010	PrimaryResult	2026-06-12T16:20:59.2150673Z
Replica 'subject-app--0000012-5468fdc5dc-t5krf' has been scheduled to run on a node.	AssigningReplica	subject-app--0000012-5468fdc5dc-t5krf	subject-app--0000012	PrimaryResult	2026-06-12T16:30:32.4919565Z
Replica 'subject-app--0000012-5468fdc5dc-5g6k8' has been scheduled to run on a node.	AssigningReplica	subject-app--0000012-5468fdc5dc-5g6k8	subject-app--0000012	PrimaryResult	2026-06-12T16:30:32.4919565Z
Replica 'subject-app--0000012-5468fdc5dc-42ccn' has been scheduled to run on a node.	AssigningReplica	subject-app--0000012-5468fdc5dc-42ccn	subject-app--0000012	PrimaryResult	2026-06-12T16:30:32.4919565Z
Started container 'subject'	ContainerStarted	subject-app--0000012-5468fdc5dc-t5krf	subject-app--0000012	PrimaryResult	2026-06-12T16:30:46.2482109Z
Started container 'subject'	ContainerStarted	subject-app--0000012-5468fdc5dc-5g6k8	subject-app--0000012	PrimaryResult	2026-06-12T16:30:48.5388918Z
Started container 'subject'	ContainerStarted	subject-app--0000012-5468fdc5dc-42ccn	subject-app--0000012	PrimaryResult	2026-06-12T16:30:54.4135188Z
Container 'subject' was terminated with exit code '' and reason 'ManuallyStopped'	ContainerTerminated	subject-app--0000011-698d76d7-hlqgv	subject-app--0000011	PrimaryResult	2026-06-12T16:31:55.4058819Z
Container 'subject' was terminated with exit code '' and reason 'ManuallyStopped'	ContainerTerminated	subject-app--0000011-698d76d7-fz5tt	subject-app--0000011	PrimaryResult	2026-06-12T16:31:55.4058819Z
Container 'subject' was terminated with exit code '' and reason 'ManuallyStopped'	ContainerTerminated	subject-app--0000011-698d76d7-gzm48	subject-app--0000011	PrimaryResult	2026-06-12T16:31:55.4058819Z
Replica 'subject-app--0000013-6c4d7867c-v8szx' has been scheduled to run on a node.	AssigningReplica	subject-app--0000013-6c4d7867c-v8szx	subject-app--0000013	PrimaryResult	2026-06-12T16:41:25.1863716Z
Replica 'subject-app--0000013-6c4d7867c-8sz46' has been scheduled to run on a node.	AssigningReplica	subject-app--0000013-6c4d7867c-8sz46	subject-app--0000013	PrimaryResult	2026-06-12T16:41:25.1863716Z
Replica 'subject-app--0000013-6c4d7867c-2dbj8' has been scheduled to run on a node.	AssigningReplica	subject-app--0000013-6c4d7867c-2dbj8	subject-app--0000013	PrimaryResult	2026-06-12T16:41:25.1863716Z
Started container 'subject'	ContainerStarted	subject-app--0000013-6c4d7867c-v8szx	subject-app--0000013	PrimaryResult	2026-06-12T16:41:37.312729Z
Started container 'subject'	ContainerStarted	subject-app--0000013-6c4d7867c-8sz46	subject-app--0000013	PrimaryResult	2026-06-12T16:41:40.1284882Z
Started container 'subject'	ContainerStarted	subject-app--0000013-6c4d7867c-2dbj8	subject-app--0000013	PrimaryResult	2026-06-12T16:41:41.1395608Z
Container 'subject' was terminated with exit code '' and reason 'ManuallyStopped'	ContainerTerminated	subject-app--0000012-5468fdc5dc-5g6k8	subject-app--0000012	PrimaryResult	2026-06-12T16:42:48.1574363Z
Container 'subject' was terminated with exit code '' and reason 'ManuallyStopped'	ContainerTerminated	subject-app--0000012-5468fdc5dc-t5krf	subject-app--0000012	PrimaryResult	2026-06-12T16:42:48.1574363Z
Container 'subject' was terminated with exit code '' and reason 'ManuallyStopped'	ContainerTerminated	subject-app--0000012-5468fdc5dc-42ccn	subject-app--0000012	PrimaryResult	2026-06-12T16:42:48.1574363Z
Replica 'subject-app--0000014-548b9d859b-vhp98' has been scheduled to run on a node.	AssigningReplica	subject-app--0000014-548b9d859b-vhp98	subject-app--0000014	PrimaryResult	2026-06-12T16:52:22.2135158Z
Replica 'subject-app--0000014-548b9d859b-gbbzv' has been scheduled to run on a node.	AssigningReplica	subject-app--0000014-548b9d859b-gbbzv	subject-app--0000014	PrimaryResult	2026-06-12T16:52:22.2135158Z
Replica 'subject-app--0000014-548b9d859b-gvn5m' has been scheduled to run on a node.	AssigningReplica	subject-app--0000014-548b9d859b-gvn5m	subject-app--0000014	PrimaryResult	2026-06-12T16:52:22.2135158Z
Started container 'subject'	ContainerStarted	subject-app--0000014-548b9d859b-vhp98	subject-app--0000014	PrimaryResult	2026-06-12T16:52:37.2017724Z
Started container 'subject'	ContainerStarted	subject-app--0000014-548b9d859b-gvn5m	subject-app--0000014	PrimaryResult	2026-06-12T16:52:44.3534115Z
Started container 'subject'	ContainerStarted	subject-app--0000014-548b9d859b-gbbzv	subject-app--0000014	PrimaryResult	2026-06-12T16:52:45.5634695Z
Container 'subject' was terminated with exit code '' and reason 'ManuallyStopped'	ContainerTerminated	subject-app--0000013-6c4d7867c-2dbj8	subject-app--0000013	PrimaryResult	2026-06-12T16:53:45.6015296Z
Container 'subject' was terminated with exit code '' and reason 'ManuallyStopped'	ContainerTerminated	subject-app--0000013-6c4d7867c-8sz46	subject-app--0000013	PrimaryResult	2026-06-12T16:53:45.6015296Z
Container 'subject' was terminated with exit code '' and reason 'ManuallyStopped'	ContainerTerminated	subject-app--0000013-6c4d7867c-v8szx	subject-app--0000013	PrimaryResult	2026-06-12T16:53:45.6015296Z
Replica 'subject-app--0000015-dd5c78f9-6kw4l' has been scheduled to run on a node.	AssigningReplica	subject-app--0000015-dd5c78f9-6kw4l	subject-app--0000015	PrimaryResult	2026-06-12T17:03:19.2152775Z
Replica 'subject-app--0000015-dd5c78f9-xwc8p' has been scheduled to run on a node.	AssigningReplica	subject-app--0000015-dd5c78f9-xwc8p	subject-app--0000015	PrimaryResult	2026-06-12T17:03:19.2152775Z
Replica 'subject-app--0000015-dd5c78f9-j7w6n' has been scheduled to run on a node.	AssigningReplica	subject-app--0000015-dd5c78f9-j7w6n	subject-app--0000015	PrimaryResult	2026-06-12T17:03:19.2152775Z
Started container 'subject'	ContainerStarted	subject-app--0000015-dd5c78f9-6kw4l	subject-app--0000015	PrimaryResult	2026-06-12T17:03:34.8391163Z
Started container 'subject'	ContainerStarted	subject-app--0000015-dd5c78f9-xwc8p	subject-app--0000015	PrimaryResult	2026-06-12T17:03:35.3170782Z
Started container 'subject'	ContainerStarted	subject-app--0000015-dd5c78f9-j7w6n	subject-app--0000015	PrimaryResult	2026-06-12T17:03:35.3170782Z
Container 'subject' was terminated with exit code '' and reason 'ManuallyStopped'	ContainerTerminated	subject-app--0000014-548b9d859b-gvn5m	subject-app--0000014	PrimaryResult	2026-06-12T17:04:42.3008229Z
Container 'subject' was terminated with exit code '' and reason 'ManuallyStopped'	ContainerTerminated	subject-app--0000014-548b9d859b-gbbzv	subject-app--0000014	PrimaryResult	2026-06-12T17:04:42.3008229Z
Container 'subject' was terminated with exit code '' and reason 'ManuallyStopped'	ContainerTerminated	subject-app--0000014-548b9d859b-vhp98	subject-app--0000014	PrimaryResult	2026-06-12T17:04:42.3008229Z
Replica 'subject-app--0000015-6ff4646495-df5qx' has been scheduled to run on a node.	AssigningReplica	subject-app--0000015-6ff4646495-df5qx	subject-app--0000015	PrimaryResult	2026-06-13T05:47:55.5614811Z
Started container 'subject'	ContainerStarted	subject-app--0000015-6ff4646495-df5qx	subject-app--0000015	PrimaryResult	2026-06-13T05:48:12.7262058Z
Replica 'subject-app--0000015-6ff4646495-p97rh' has been scheduled to run on a node.	AssigningReplica	subject-app--0000015-6ff4646495-p97rh	subject-app--0000015	PrimaryResult	2026-06-13T05:48:39.3806142Z
Container 'subject' was terminated with exit code '' and reason 'ManuallyStopped'	ContainerTerminated	subject-app--0000015-dd5c78f9-6kw4l	subject-app--0000015	PrimaryResult	2026-06-13T05:48:40.6181988Z
Started container 'subject'	ContainerStarted	subject-app--0000015-6ff4646495-p97rh	subject-app--0000015	PrimaryResult	2026-06-13T05:48:54.226333Z
Replica 'subject-app--0000015-6ff4646495-tmg92' has been scheduled to run on a node.	AssigningReplica	subject-app--0000015-6ff4646495-tmg92	subject-app--0000015	PrimaryResult	2026-06-13T05:49:21.4811635Z
Container 'subject' was terminated with exit code '' and reason 'ManuallyStopped'	ContainerTerminated	subject-app--0000015-dd5c78f9-j7w6n	subject-app--0000015	PrimaryResult	2026-06-13T05:49:22.5232312Z
Started container 'subject'	ContainerStarted	subject-app--0000015-6ff4646495-tmg92	subject-app--0000015	PrimaryResult	2026-06-13T05:49:36.2741148Z
